num       tox                 	h0         	stress vth value	 stress ids value 	aged vth value 	   aged ids value 
660 	0.220160605  	0.220160605 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1276 	0.2210582838  	0.2210582838 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1498 	0.2207085427  	0.2207085427 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
522 	0.2212377664  	0.2212377664 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1568 	0.2203549654  	0.2203549654 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1219 	0.2214379358  	0.2214379358 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1164 	0.2214739457  	0.2214739457 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1434 	0.2218557981  	0.2218557981 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
580 	0.2218583502  	0.2218583502 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1042 	0.2219885081  	0.2219885081 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
30 	0.2215226362  	0.2215226362 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
431 	0.2223852877  	0.2223852877 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
775 	0.2226320491  	0.2226320491 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
682 	0.2229722135  	0.2229722135 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
544 	0.2230829958  	0.2230829958 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
646 	0.222133327  	0.222133327 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1681 	0.2236876397  	0.2236876397 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
962 	0.2234448568  	0.2234448568 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
729 	0.2241301109  	0.2241301109 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1668 	0.2241851772  	0.2241851772 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
163 	0.2242455128  	0.2242455128 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1725 	0.2232459106  	0.2232459106 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1795 	0.224953859  	0.224953859 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1174 	0.2254320433  	0.2254320433 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
369 	0.225889688  	0.225889688 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
744 	0.2259831089  	0.2259831089 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
247 	0.2259831487  	0.2259831487 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
887 	0.2260352618  	0.2260352618 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1332 	0.2263407502  	0.2263407502 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1794 	0.2264504503  	0.2264504503 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
170 	0.2267730565  	0.2267730565 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1739 	0.2270520717  	0.2270520717 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
115 	0.2270018364  	0.2270018364 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1753 	0.2271735696  	0.2271735696 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1416 	0.2275539106  	0.2275539106 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1564 	0.2283641865  	0.2283641865 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1375 	0.2277214856  	0.2277214856 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1521 	0.2276619055  	0.2276619055 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
604 	0.2274134424  	0.2274134424 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
282 	0.2278214072  	0.2278214072 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1654 	0.2290648944  	0.2290648944 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1150 	0.2286839623  	0.2286839623 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
32 	0.2287223723  	0.2287223723 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
973 	0.2287039455  	0.2287039455 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
461 	0.2284297424  	0.2284297424 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1701 	0.229480948  	0.229480948 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
637 	0.2289378155  	0.2289378155 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
616 	0.2295607627  	0.2295607627 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1643 	0.2301215297  	0.2301215297 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
110 	0.2300159917  	0.2300159917 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1241 	0.2297206341  	0.2297206341 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1116 	0.2306200402  	0.2306200402 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
137 	0.2306357688  	0.2306357688 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1457 	0.2303882092  	0.2303882092 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
741 	0.230972029  	0.230972029 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
488 	0.2301833485  	0.2301833485 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
128 	0.2310367031  	0.2310367031 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1887 	0.231167204  	0.231167204 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
107 	0.2312277554  	0.2312277554 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1844 	0.2312984705  	0.2312984705 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1714 	0.2316607899  	0.2316607899 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1297 	0.2318020404  	0.2318020404 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
328 	0.2322082302  	0.2322082302 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
226 	0.2319830584  	0.2319830584 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
695 	0.2323013185  	0.2323013185 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1145 	0.2322320886  	0.2322320886 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
165 	0.2326643387  	0.2326643387 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1080 	0.232557642  	0.232557642 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1067 	0.2325297348  	0.2325297348 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1136 	0.2330485098  	0.2330485098 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
129 	0.2328875099  	0.2328875099 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1897 	0.2330350888  	0.2330350888 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1144 	0.2332927298  	0.2332927298 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
275 	0.2334937198  	0.2334937198 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1283 	0.2336249459  	0.2336249459 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
193 	0.2333265515  	0.2333265515 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1895 	0.2331866142  	0.2331866142 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
397 	0.2333378929  	0.2333378929 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
851 	0.2337028553  	0.2337028553 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1030 	0.2338713886  	0.2338713886 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
866 	0.2340146952  	0.2340146952 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
183 	0.2340719196  	0.2340719196 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
486 	0.2340871832  	0.2340871832 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
495 	0.234308328  	0.234308328 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1519 	0.2315200605  	0.2315200605 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1474 	0.2344123706  	0.2344123706 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
383 	0.2347763188  	0.2347763188 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
211 	0.2347434421  	0.2347434421 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
274 	0.2348181288  	0.2348181288 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1615 	0.2348534084  	0.2348534084 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1396 	0.2349370721  	0.2349370721 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1565 	0.2350060776  	0.2350060776 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1470 	0.2351295518  	0.2351295518 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1360 	0.2354585146  	0.2354585146 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
790 	0.235266148  	0.235266148 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1889 	0.2356505339  	0.2356505339 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
934 	0.2356721493  	0.2356721493 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
943 	0.2360580715  	0.2360580715 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1983 	0.2361065025  	0.2361065025 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
430 	0.2358634007  	0.2358634007 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
140 	0.2365543961  	0.2365543961 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
347 	0.237432672  	0.237432672 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1006 	0.2367886876  	0.2367886876 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1750 	0.2373336173  	0.2373336173 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1958 	0.2374621463  	0.2374621463 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
64 	0.2377053105  	0.2377053105 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1141 	0.2362307992  	0.2362307992 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1123 	0.236551415  	0.236551415 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
685 	0.2364909548  	0.2364909548 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1620 	0.2365344366  	0.2365344366 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
912 	0.2376454283  	0.2376454283 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
740 	0.2363673197  	0.2363673197 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1311 	0.2363652049  	0.2363652049 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1982 	0.2367814015  	0.2367814015 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
705 	0.2377994769  	0.2377994769 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
920 	0.2380516987  	0.2380516987 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1007 	0.2385141432  	0.2385141432 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
777 	0.238723917  	0.238723917 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
425 	0.2388267573  	0.2388267573 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1592 	0.238895023  	0.238895023 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1703 	0.2392484123  	0.2392484123 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1202 	0.2393734399  	0.2393734399 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1340 	0.2394476088  	0.2394476088 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1246 	0.2393020218  	0.2393020218 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
356 	0.2399990828  	0.2399990828 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
795 	0.2392055384  	0.2392055384 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
804 	0.2403732411  	0.2403732411 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1916 	0.2401145459  	0.2401145459 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1859 	0.2404368804  	0.2404368804 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
386 	0.240792945  	0.240792945 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
422 	0.2411107513  	0.2411107513 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
453 	0.2412048412  	0.2412048412 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
983 	0.2412977347  	0.2412977347 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1437 	0.241473085  	0.241473085 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1941 	0.2416415589  	0.2416415589 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
458 	0.241559554  	0.241559554 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1398 	0.2420180571  	0.2420180571 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
283 	0.2424450286  	0.2424450286 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1402 	0.2422250458  	0.2422250458 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1803 	0.2422435535  	0.2422435535 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
214 	0.2428149876  	0.2428149876 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1493 	0.243392442  	0.243392442 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1634 	0.2426138932  	0.2426138932 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
96 	0.2438403456  	0.2438403456 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1255 	0.2439362433  	0.2439362433 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1211 	0.2426923513  	0.2426923513 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
817 	0.2439705128  	0.2439705128 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1210 	0.244027599  	0.244027599 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
300 	0.2441703142  	0.2441703142 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1479 	0.2441730174  	0.2441730174 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
56 	0.2445711289  	0.2445711289 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
942 	0.2447900967  	0.2447900967 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
508 	0.2448828791  	0.2448828791 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1802 	0.244945755  	0.244945755 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1285 	0.2450328751  	0.2450328751 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1819 	0.2455068094  	0.2455068094 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
710 	0.2454976803  	0.2454976803 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
