num       tox                 	h0         	stress vth value	 stress ids value 	aged vth value 	   aged ids value 
137 	5.5e-09  	93312.3646 	466.826 mV             	3.18282 mA      	628.313 mV        	2.70464 mA   
1681 	5.5e-09  	93286.35145 	466.826 mV             	3.18282 mA      	628.323 mV        	2.7046 mA   
1340 	5.5e-09  	93251.40904 	466.826 mV             	3.18282 mA      	628.337 mV        	2.70455 mA   
1058 	5.5e-09  	93329.14936 	466.826 mV             	3.18282 mA      	628.306 mV        	2.70466 mA   
1150 	5.5e-09  	93347.33681 	466.826 mV             	3.18282 mA      	628.299 mV        	2.70469 mA   
207 	5.5e-09  	93378.83184 	466.826 mV             	3.18282 mA      	628.287 mV        	2.70473 mA   
1838 	5.5e-09  	93419.05771 	466.826 mV             	3.18282 mA      	628.271 mV        	2.70479 mA   
1136 	5.5e-09  	93456.29771 	466.826 mV             	3.18282 mA      	628.256 mV        	2.70485 mA   
453 	5.5e-09  	93461.64641 	466.826 mV             	3.18282 mA      	628.254 mV        	2.70485 mA   
1352 	5.5e-09  	93464.97225 	466.826 mV             	3.18282 mA      	628.253 mV        	2.70486 mA   
1803 	5.5e-09  	93507.96104 	466.826 mV             	3.18282 mA      	628.236 mV        	2.70492 mA   
1480 	5.5e-09  	93527.77999 	466.826 mV             	3.18282 mA      	628.228 mV        	2.70495 mA   
1006 	5.5e-09  	93544.73519 	466.826 mV             	3.18282 mA      	628.221 mV        	2.70498 mA   
1808 	5.5e-09  	93554.73215 	466.826 mV             	3.18282 mA      	628.217 mV        	2.70499 mA   
616 	5.5e-09  	93565.09942 	466.826 mV             	3.18282 mA      	628.213 mV        	2.70501 mA   
1493 	5.5e-09  	93568.42822 	466.826 mV             	3.18282 mA      	628.212 mV        	2.70501 mA   
142 	5.5e-09  	93589.64329 	466.826 mV             	3.18282 mA      	628.204 mV        	2.70504 mA   
1210 	5.5e-09  	93673.33202 	466.826 mV             	3.18282 mA      	628.171 mV        	2.70516 mA   
831 	5.5e-09  	93626.46434 	466.826 mV             	3.18282 mA      	628.189 mV        	2.7051 mA   
646 	5.5e-09  	93621.87589 	466.826 mV             	3.18282 mA      	628.191 mV        	2.70509 mA   
1686 	5.5e-09  	93689.48036 	466.826 mV             	3.18282 mA      	628.165 mV        	2.70519 mA   
300 	5.5e-09  	93688.72137 	466.826 mV             	3.18282 mA      	628.165 mV        	2.70519 mA   
356 	5.5e-09  	93731.48915 	466.826 mV             	3.18282 mA      	628.148 mV        	2.70525 mA   
479 	5.5e-09  	93754.9733 	466.826 mV             	3.18282 mA      	628.139 mV        	2.70528 mA   
1097 	5.5e-09  	93767.83874 	466.826 mV             	3.18282 mA      	628.134 mV        	2.7053 mA   
1001 	5.5e-09  	93721.11661 	466.826 mV             	3.18282 mA      	628.152 mV        	2.70523 mA   
1498 	5.5e-09  	93784.75241 	466.826 mV             	3.18282 mA      	628.127 mV        	2.70533 mA   
713 	5.5e-09  	93869.70344 	466.826 mV             	3.18282 mA      	628.094 mV        	2.70545 mA   
247 	5.5e-09  	93854.52259 	466.826 mV             	3.18282 mA      	628.1 mV        	2.70543 mA   
226 	5.5e-09  	93803.21902 	466.826 mV             	3.18282 mA      	628.12 mV        	2.70535 mA   
593 	5.5e-09  	93873.84226 	466.826 mV             	3.18282 mA      	628.092 mV        	2.70546 mA   
305 	5.5e-09  	93898.66996 	466.826 mV             	3.18282 mA      	628.082 mV        	2.70549 mA   
866 	5.5e-09  	93902.87086 	466.826 mV             	3.18282 mA      	628.081 mV        	2.7055 mA   
1434 	5.5e-09  	93996.10594 	466.826 mV             	3.18282 mA      	628.044 mV        	2.70563 mA   
1402 	5.5e-09  	94120.90185 	466.826 mV             	3.18282 mA      	627.995 mV        	2.70581 mA   
1255 	5.5e-09  	94181.27188 	466.826 mV             	3.18282 mA      	627.972 mV        	2.7059 mA   
436 	5.5e-09  	94188.19447 	466.826 mV             	3.18282 mA      	627.969 mV        	2.70591 mA   
229 	5.5e-09  	94193.29896 	466.826 mV             	3.18282 mA      	627.967 mV        	2.70592 mA   
817 	5.5e-09  	94050.17924 	466.826 mV             	3.18282 mA      	628.023 mV        	2.70571 mA   
450 	5.5e-09  	93998.80257 	466.826 mV             	3.18282 mA      	628.043 mV        	2.70564 mA   
433 	5.5e-09  	93882.0272 	466.826 mV             	3.18282 mA      	628.089 mV        	2.70547 mA   
777 	5.5e-09  	94201.01522 	466.826 mV             	3.18282 mA      	627.964 mV        	2.70593 mA   
1479 	5.5e-09  	94211.02809 	466.826 mV             	3.18282 mA      	627.96 mV        	2.70594 mA   
1437 	5.5e-09  	93882.10893 	466.826 mV             	3.18282 mA      	628.089 mV        	2.70547 mA   
1457 	5.5e-09  	94248.79757 	466.826 mV             	3.18282 mA      	627.946 mV        	2.706 mA   
1704 	5.5e-09  	94278.56377 	466.826 mV             	3.18282 mA      	627.934 mV        	2.70604 mA   
1974 	5.5e-09  	94309.97507 	466.826 mV             	3.18282 mA      	627.922 mV        	2.70609 mA   
1579 	5.5e-09  	94318.249 	466.826 mV             	3.18282 mA      	627.918 mV        	2.7061 mA   
1584 	5.5e-09  	94255.5107 	466.826 mV             	3.18282 mA      	627.943 mV        	2.70601 mA   
264 	5.5e-09  	94417.87038 	466.826 mV             	3.18282 mA      	627.88 mV        	2.70624 mA   
1213 	5.5e-09  	94411.23782 	466.826 mV             	3.18282 mA      	627.882 mV        	2.70623 mA   
1992 	5.5e-09  	94484.84693 	466.826 mV             	3.18282 mA      	627.854 mV        	2.70634 mA   
176 	5.5e-09  	94466.53652 	466.826 mV             	3.18282 mA      	627.861 mV        	2.70631 mA   
570 	5.5e-09  	94477.71174 	466.826 mV             	3.18282 mA      	627.856 mV        	2.70633 mA   
1635 	5.5e-09  	94508.89269 	466.826 mV             	3.18282 mA      	627.844 mV        	2.70638 mA   
1246 	5.5e-09  	94577.19215 	466.826 mV             	3.18282 mA      	627.818 mV        	2.70647 mA   
1052 	5.5e-09  	94530.49434 	466.826 mV             	3.18282 mA      	627.836 mV        	2.70641 mA   
1526 	5.5e-09  	94593.19074 	466.826 mV             	3.18282 mA      	627.811 mV        	2.7065 mA   
1916 	5.5e-09  	94582.93142 	466.826 mV             	3.18282 mA      	627.815 mV        	2.70648 mA   
840 	5.5e-09  	94736.16228 	466.826 mV             	3.18282 mA      	627.756 mV        	2.7067 mA   
718 	5.5e-09  	94758.56341 	466.826 mV             	3.18282 mA      	627.747 mV        	2.70673 mA   
1123 	5.5e-09  	94543.925 	466.826 mV             	3.18282 mA      	627.831 mV        	2.70643 mA   
580 	5.5e-09  	94737.84263 	466.826 mV             	3.18282 mA      	627.755 mV        	2.7067 mA   
674 	5.5e-09  	94763.22196 	466.826 mV             	3.18282 mA      	627.745 mV        	2.70674 mA   
40 	5.5e-09  	94780.87487 	466.826 mV             	3.18282 mA      	627.739 mV        	2.70677 mA   
1521 	5.5e-09  	94784.19906 	466.826 mV             	3.18282 mA      	627.737 mV        	2.70677 mA   
68 	5.5e-09  	94771.4994 	466.826 mV             	3.18282 mA      	627.742 mV        	2.70675 mA   
1355 	5.5e-09  	94835.67169 	466.826 mV             	3.18282 mA      	627.717 mV        	2.70685 mA   
1233 	5.5e-09  	94794.68915 	466.826 mV             	3.18282 mA      	627.733 mV        	2.70679 mA   
1311 	5.5e-09  	94945.75883 	466.826 mV             	3.18282 mA      	627.675 mV        	2.707 mA   
685 	5.5e-09  	94878.8879 	466.826 mV             	3.18282 mA      	627.701 mV        	2.70691 mA   
1969 	5.5e-09  	94932.00676 	466.826 mV             	3.18282 mA      	627.68 mV        	2.70698 mA   
328 	5.5e-09  	94917.88053 	466.826 mV             	3.18282 mA      	627.686 mV        	2.70696 mA   
1396 	5.5e-09  	94968.58398 	466.826 mV             	3.18282 mA      	627.666 mV        	2.70704 mA   
901 	5.5e-09  	94999.19989 	466.826 mV             	3.18282 mA      	627.654 mV        	2.70708 mA   
858 	5.5e-09  	94996.9749 	466.826 mV             	3.18282 mA      	627.655 mV        	2.70708 mA   
397 	5.5e-09  	94957.44031 	466.826 mV             	3.18282 mA      	627.67 mV        	2.70702 mA   
1346 	5.5e-09  	94876.61327 	466.826 mV             	3.18282 mA      	627.702 mV        	2.7069 mA   
1108 	5.5e-09  	95022.30945 	466.826 mV             	3.18282 mA      	627.645 mV        	2.70711 mA   
346 	5.5e-09  	95043.33012 	466.826 mV             	3.18282 mA      	627.637 mV        	2.70714 mA   
1643 	5.5e-09  	94974.64001 	466.826 mV             	3.18282 mA      	627.664 mV        	2.70704 mA   
1991 	5.5e-09  	95019.90929 	466.826 mV             	3.18282 mA      	627.646 mV        	2.70711 mA   
1205 	5.5e-09  	95068.74347 	466.826 mV             	3.18282 mA      	627.627 mV        	2.70718 mA   
1725 	5.5e-09  	95083.45353 	466.826 mV             	3.18282 mA      	627.622 mV        	2.7072 mA   
1620 	5.5e-09  	95082.57098 	466.826 mV             	3.18282 mA      	627.622 mV        	2.7072 mA   
1859 	5.5e-09  	95133.55894 	466.826 mV             	3.18282 mA      	627.602 mV        	2.70727 mA   
96 	5.5e-09  	95152.41482 	466.826 mV             	3.18282 mA      	627.595 mV        	2.7073 mA   
898 	5.5e-09  	95395.17951 	466.826 mV             	3.18282 mA      	627.501 mV        	2.70765 mA   
1787 	5.5e-09  	95230.07017 	466.826 mV             	3.18282 mA      	627.565 mV        	2.70741 mA   
983 	5.5e-09  	95179.11546 	466.826 mV             	3.18282 mA      	627.585 mV        	2.70734 mA   
347 	5.5e-09  	95335.69055 	466.826 mV             	3.18282 mA      	627.524 mV        	2.70756 mA   
1131 	5.5e-09  	95403.46205 	466.826 mV             	3.18282 mA      	627.498 mV        	2.70766 mA   
1758 	5.5e-09  	95415.8679 	466.826 mV             	3.18282 mA      	627.493 mV        	2.70768 mA   
173 	5.5e-09  	95458.35153 	466.826 mV             	3.18282 mA      	627.477 mV        	2.70774 mA   
1238 	5.5e-09  	95504.28682 	466.826 mV             	3.18282 mA      	627.459 mV        	2.7078 mA   
76 	5.5e-09  	95512.93433 	466.826 mV             	3.18282 mA      	627.456 mV        	2.70781 mA   
1177 	5.5e-09  	95429.74899 	466.826 mV             	3.18282 mA      	627.488 mV        	2.7077 mA   
732 	5.5e-09  	95544.39011 	466.826 mV             	3.18282 mA      	627.444 mV        	2.70786 mA   
486 	5.5e-09  	95556.71365 	466.826 mV             	3.18282 mA      	627.439 mV        	2.70788 mA   
677 	5.5e-09  	95650.72272 	466.826 mV             	3.18282 mA      	627.403 mV        	2.70801 mA   
710 	5.5e-09  	95543.89381 	466.826 mV             	3.18282 mA      	627.444 mV        	2.70786 mA   
970 	5.5e-09  	95723.19536 	466.826 mV             	3.18282 mA      	627.375 mV        	2.70811 mA   
943 	5.5e-09  	95755.8875 	466.826 mV             	3.18282 mA      	627.363 mV        	2.70816 mA   
588 	5.5e-09  	95810.20911 	466.826 mV             	3.18282 mA      	627.342 mV        	2.70824 mA   
1628 	5.5e-09  	95802.24486 	466.826 mV             	3.18282 mA      	627.345 mV        	2.70822 mA   
206 	5.5e-09  	95851.82954 	466.826 mV             	3.18282 mA      	627.326 mV        	2.70829 mA   
1941 	5.5e-09  	95869.01394 	466.826 mV             	3.18282 mA      	627.32 mV        	2.70832 mA   
115 	5.5e-09  	95832.51941 	466.826 mV             	3.18282 mA      	627.334 mV        	2.70827 mA   
627 	5.5e-09  	95869.51928 	466.826 mV             	3.18282 mA      	627.319 mV        	2.70832 mA   
86 	5.5e-09  	95827.26501 	466.826 mV             	3.18282 mA      	627.336 mV        	2.70826 mA   
235 	5.5e-09  	95869.95018 	466.826 mV             	3.18282 mA      	627.319 mV        	2.70832 mA   
1606 	5.5e-09  	95878.68427 	466.826 mV             	3.18282 mA      	627.316 mV        	2.70833 mA   
1573 	5.5e-09  	95900.34724 	466.826 mV             	3.18282 mA      	627.308 mV        	2.70836 mA   
1858 	5.5e-09  	95973.07835 	466.826 mV             	3.18282 mA      	627.28 mV        	2.70847 mA   
143 	5.5e-09  	95911.53524 	466.826 mV             	3.18282 mA      	627.303 mV        	2.70838 mA   
471 	5.5e-09  	95892.72876 	466.826 mV             	3.18282 mA      	627.31 mV        	2.70835 mA   
1779 	5.5e-09  	95989.56871 	466.826 mV             	3.18282 mA      	627.273 mV        	2.70849 mA   
746 	5.5e-09  	96016.54778 	466.826 mV             	3.18282 mA      	627.263 mV        	2.70853 mA   
1717 	5.5e-09  	96026.42216 	466.826 mV             	3.18282 mA      	627.259 mV        	2.70854 mA   
724 	5.5e-09  	96034.06831 	466.826 mV             	3.18282 mA      	627.256 mV        	2.70855 mA   
1116 	5.5e-09  	96040.55603 	466.826 mV             	3.18282 mA      	627.254 mV        	2.70856 mA   
976 	5.5e-09  	96091.66087 	466.826 mV             	3.18282 mA      	627.234 mV        	2.70863 mA   
1321 	5.5e-09  	96094.20927 	466.826 mV             	3.18282 mA      	627.234 mV        	2.70864 mA   
876 	5.5e-09  	96134.60165 	466.826 mV             	3.18282 mA      	627.218 mV        	2.70869 mA   
1266 	5.5e-09  	96228.77621 	466.826 mV             	3.18282 mA      	627.182 mV        	2.70883 mA   
1275 	5.5e-09  	96150.68902 	466.826 mV             	3.18282 mA      	627.212 mV        	2.70872 mA   
1879 	5.5e-09  	96205.48073 	466.826 mV             	3.18282 mA      	627.191 mV        	2.70879 mA   
198 	5.5e-09  	96258.77706 	466.826 mV             	3.18282 mA      	627.171 mV        	2.70887 mA   
464 	5.5e-09  	96320.87017 	466.826 mV             	3.18282 mA      	627.147 mV        	2.70896 mA   
1551 	5.5e-09  	96320.9959 	466.826 mV             	3.18282 mA      	627.147 mV        	2.70896 mA   
1094 	5.5e-09  	96424.1002 	466.826 mV             	3.18282 mA      	627.108 mV        	2.7091 mA   
1750 	5.5e-09  	96241.69768 	466.826 mV             	3.18282 mA      	627.177 mV        	2.70885 mA   
1394 	5.5e-09  	96456.62788 	466.826 mV             	3.18282 mA      	627.096 mV        	2.70915 mA   
458 	5.5e-09  	96346.33848 	466.826 mV             	3.18282 mA      	627.137 mV        	2.70899 mA   
1039 	5.5e-09  	96470.49029 	466.826 mV             	3.18282 mA      	627.09 mV        	2.70917 mA   
565 	5.5e-09  	96506.29773 	466.826 mV             	3.18282 mA      	627.077 mV        	2.70922 mA   
1614 	5.5e-09  	96607.44039 	466.826 mV             	3.18282 mA      	627.038 mV        	2.70936 mA   
480 	5.5e-09  	96642.13063 	466.826 mV             	3.18282 mA      	627.025 mV        	2.70941 mA   
655 	5.5e-09  	96512.46093 	466.826 mV             	3.18282 mA      	627.074 mV        	2.70923 mA   
1089 	5.5e-09  	96611.19975 	466.826 mV             	3.18282 mA      	627.037 mV        	2.70937 mA   
769 	5.5e-09  	96689.90074 	466.826 mV             	3.18282 mA      	627.007 mV        	2.70948 mA   
929 	5.5e-09  	96643.99483 	466.826 mV             	3.18282 mA      	627.024 mV        	2.70941 mA   
1465 	5.5e-09  	96700.69399 	466.826 mV             	3.18282 mA      	627.003 mV        	2.70949 mA   
1880 	5.5e-09  	96742.22022 	466.826 mV             	3.18282 mA      	626.987 mV        	2.70955 mA   
1368 	5.5e-09  	96430.26542 	466.826 mV             	3.18282 mA      	627.106 mV        	2.70911 mA   
61 	5.5e-09  	96736.684 	466.826 mV             	3.18282 mA      	626.989 mV        	2.70954 mA   
123 	5.5e-09  	96515.92043 	466.826 mV             	3.18282 mA      	627.073 mV        	2.70923 mA   
635 	5.5e-09  	96794.52738 	466.826 mV             	3.18282 mA      	626.967 mV        	2.70962 mA   
1220 	5.5e-09  	96754.5011 	466.826 mV             	3.18282 mA      	626.983 mV        	2.70957 mA   
562 	5.5e-09  	96839.26771 	466.826 mV             	3.18282 mA      	626.95 mV        	2.70968 mA   
165 	5.5e-09  	96864.92845 	466.826 mV             	3.18282 mA      	626.941 mV        	2.70972 mA   
1367 	5.5e-09  	96907.24208 	466.826 mV             	3.18282 mA      	626.925 mV        	2.70978 mA   
1581 	5.5e-09  	97183.28843 	466.826 mV             	3.18282 mA      	626.821 mV        	2.71016 mA   
53 	5.5e-09  	97235.55816 	466.826 mV             	3.18282 mA      	626.801 mV        	2.71024 mA   
1656 	5.5e-09  	97261.70288 	466.826 mV             	3.18282 mA      	626.791 mV        	2.71027 mA   
338 	5.5e-09  	97251.72043 	466.826 mV             	3.18282 mA      	626.795 mV        	2.71026 mA   
184 	5.5e-09  	97024.67075 	466.826 mV             	3.18282 mA      	626.88 mV        	2.70994 mA   
1740 	5.5e-09  	96968.04764 	466.826 mV             	3.18282 mA      	626.902 mV        	2.70986 mA   
1228 	5.5e-09  	97027.18358 	466.826 mV             	3.18282 mA      	626.879 mV        	2.70995 mA   
320 	5.5e-09  	97239.59976 	466.826 mV             	3.18282 mA      	626.799 mV        	2.71024 mA   
1305 	5.5e-09  	97180.65308 	466.826 mV             	3.18282 mA      	626.822 mV        	2.71016 mA   
1788 	5.5e-09  	97267.01404 	466.826 mV             	3.18282 mA      	626.789 mV        	2.71028 mA   
417 	5.5e-09  	97311.37805 	466.826 mV             	3.18282 mA      	626.772 mV        	2.71034 mA   
327 	5.5e-09  	97317.23354 	466.826 mV             	3.18282 mA      	626.77 mV        	2.71035 mA   
1452 	5.5e-09  	97327.06533 	466.826 mV             	3.18282 mA      	626.767 mV        	2.71036 mA   
559 	5.5e-09  	97340.91126 	466.826 mV             	3.18282 mA      	626.761 mV        	2.71038 mA   
1241 	5.5e-09  	97286.50131 	466.826 mV             	3.18282 mA      	626.782 mV        	2.71031 mA   
517 	5.5e-09  	97402.76456 	466.826 mV             	3.18282 mA      	626.738 mV        	2.71047 mA   
1833 	5.5e-09  	97468.66135 	466.826 mV             	3.18282 mA      	626.713 mV        	2.71056 mA   
832 	5.5e-09  	97481.90748 	466.826 mV             	3.18282 mA      	626.708 mV        	2.71058 mA   
102 	5.5e-09  	97498.20796 	466.826 mV             	3.18282 mA      	626.702 mV        	2.7106 mA   
32 	5.5e-09  	97420.79742 	466.826 mV             	3.18282 mA      	626.731 mV        	2.7105 mA   
1202 	5.5e-09  	97609.2227 	466.826 mV             	3.18282 mA      	626.661 mV        	2.71076 mA   
641 	5.5e-09  	97710.24127 	466.826 mV             	3.18282 mA      	626.623 mV        	2.7109 mA   
227 	5.5e-09  	97542.38892 	466.826 mV             	3.18282 mA      	626.686 mV        	2.71066 mA   
